datetime,Buy=1/Sell=0,RSI of first peak,RSI of 2nd peak,Price angle,RSI angle,Price of first peak($),Price of 2nd peak($),Peak to peak duration(HOUR),SL(%) in 48 hours,SL Duration (Hour),TP(%),TP Duration(HOUR),Closing %,Profit time dependence (Short time and small profit is acceptable),Profit cout off 2%,Algo Signal few hours before entry (2--6 hours),Algo Signal at entry,RSI Direction Buy/Sell,Signal to RSI true or false,Signal Correct,Signal and RSI both correct,gain=1/ loss=0 order,gain first and Sell,loss first and Buy,loss first and Sell,gain first and Buy,gain first Buy and TP > SL,gain first Buy and TP < SL,loss first Buy and TP > SL,loss first Buy and TP < SL,gain first Sell and TP >SL,gain first Sell and TP<SL,loss first Sell and TP >SL,loss first Sell and TP<SL,avg gain  AB,avg gain  AC,avg gain  AD,avg gain  AE,avg gain  AF,avg gain  AG,avg gain  AH,avg gain  AI,loss AB,loss AC,loss AD,loss AE,loss AF,loss AG,loss AH,loss AI,close,next_24h_datetime,close_next_24h,closing%,Closing Ab,Closing AC,Closing AD,closing AE,closing AF,closing AG,closing AH,closing AI,gain Dur AB,gain Dur AC,gain Dur AD,gain Dur AE,gain Dur AF,gain Dur AG,gain Dur AH,gain Dur AI,loss Dur AB,loss Dur AC,loss Dur AD,loss Dur AE,loss Dur AF,loss Dur AG,loss Dur AH,loss Dur AI
1/26/2024 15:00,0,76.87,74.9,92,-0.656666667,41320,41596,3,3.87%,38,0.10%,48,-2.50%,0,0,weak sell,weak sell,sell,1,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0387,41399.8,1/27/2024 15:00,41797.4,0.96%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.96%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38
1/30/2024 3:00,0,71.83,71.47,47.8,-0.036,43308,43786,10,0.89%,9,3.54%,46,2.91%,1,1,weak buy ,weak sell,sell,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.54%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0089,FALSE,43502.9,1/31/2024 3:00,42918,-1.34%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.34%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE
2/1/2024 3:00,1,29.7,32.93,-32.53333333,0.215333333,42369,41881,15,0.51%,9,2.95%,21,2.43%,1,1,medium sell,weak sell,buy,0,0,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.95%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0051,FALSE,FALSE,FALSE,FALSE,FALSE,41998,2/2/2024 3:00,43018.1,2.43%,FALSE,FALSE,2.43%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE
2/8/2024 11:00,0,81.34,75.58,19,-0.576,44681,44871,10,7.84%,31,0.01%,48,5.62%,0,0,strong sell,weak sell,sell,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0784,44677.9,2/9/2024 11:00,47155.9,5.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31
2/12/2024 22:00,0,78.31,71.64,64.2,-1.334,49916,50237,5,4.47%,40,2.89%,20,-3.94%,1,1,weak sell,medium sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.89%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0447,FALSE,FALSE,50040,2/13/2024 22:00,49518.5,-1.04%,FALSE,FALSE,FALSE,FALSE,FALSE,-1.04%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,FALSE,FALSE
2/14/2024 15:00,0,77.16,76.52,67,-0.128,51680,52015,5,2.87%,23,0.01%,48,-1.23%,0,0,strong sell,strong sell,sell,1,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0287,51616.4,2/15/2024 15:00,51968.7,0.68%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.68%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23
2/27/2024 14:00,0,88.59,79.45,11.45454545,-0.830909091,57111,57237,11,13%,27,0.01%,48,11.14%,0,0,medium sell,weak sell,sell,1,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.13,57018,2/28/2024 14:00,61025.9,7.03%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.03%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27
2/29/2024 10:00,0,72.54,70.02,156,-0.36,62613,63705,7,2%,6,2.97%,10,0.74%,1,1,weak sell,weak buy,sell,0,1,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.97%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,FALSE,62792.8,3/1/2024 10:00,62055,-1.17%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.17%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,FALSE
3/5/2024 18:00,0,83.46,66.69,-47.64,1.524545455,68814,69338,11,1.37%,17,11.08%,4,,1,1,weak buy ,weak sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.08%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0137,FALSE,FALSE,FALSE,64075.9,3/6/2024 18:00,67162.8,4.82%,FALSE,FALSE,FALSE,FALSE,4.82%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE
3/11/2024 15:00,0,75.61,73.62,-104.33,0.663333333,71993,72306,3,3.15%,44,3.89%,28,,1,1,strong sell,strong sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.89%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0315,FALSE,FALSE,FALSE,72061.4,3/12/2024 15:00,71779.2,-0.39%,FALSE,FALSE,FALSE,FALSE,-0.39%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,FALSE,FALSE,FALSE
3/15/2024 8:00,1,23.76,26.57,174.8,-0.281,68605,66857,10,3.33%,42,4.05%,13,,1,1,medium buy,strong buy,buy,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.05%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67122.6,3/16/2024 8:00,69082.8,2.92%,0.029203279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/17/2024 10:00,1,26.92,31.26,33.83,-0.723333333,64758,64555,6,0.01%,48,4.97%,10,,1,1,medium sell,medium sell,buy,0,0,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.97%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67225.3,3/18/2024 10:00,68187.3,1.43%,0.014310089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/19/2024 18:00,1,20.64,27.5,119.67,-1.143333333,63156,62438,6,4.39%,14,3.55%,2,,1,1,strong sell,medium sell,buy,0,1,,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0439,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64762.9,3/20/2024 18:00,65455.4,1.07%,FALSE,1.07%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/23/2024 1:00,1,25.06,35.01,41.38,-1.24375,62659,62328,8,0.01%,48,4.60%,19,,1,1,strong sell,weak sell,buy,0,0,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.60%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64147.3,3/24/2024 1:00,64512,0.57%,0.005685352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3/26/2024 11:00,0,82.37,65.85,-36.82,1.501818182,71220,71625,11,1.47%,29,3.31%,30,,1,1,weak sell,weak buy,sell,0,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.31%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0147,FALSE,70734.2,3/27/2024 11:00,70290.3,-0.63%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.63%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE
4/10/2024 16:00,1,23.28,29.52,34.05,-0.312,68237,67556,20,0.01%,48,4.80%,9,,1,1,weak sell ,weak sell,buy,0,0,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.80%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69542,4/11/2024 16:00,70062,0.75%,0.007477496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4/25/2024 13:00,1,23.44,28.96,18.4,-0.368,63580,63304,15,1.85%,39,2.61%,8,,1,1,,,buy,,,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.61%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68817,4/26/2024 13:00,"67,409",-2.05%,-0.020460061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4/29/2024 17:00,1,26.59,34.66,71.2,-0.807,62470,61758,10,8.88%,17,3.81%,10,,1,1,,,,,,,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.81%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69777,4/30/2024 17:00,"67,567",-3.17%,FALSE,-3.17%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5/4/2024 15:00,0,80.8,78.96,-93.79,0.131428571,63212,64525,14,2.60%,46,1.45%,12,,1,0,,,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.45%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.026,FALSE,FALSE,69913,5/5/2024 15:00,"67,683",-3.19%,FALSE,FALSE,FALSE,FALSE,FALSE,-3.19%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,FALSE,FALSE
5/13/2024 20:00,0,75.47,71.4,-23.57,0.581428571,63271,63436,7,2.79%,48,2.99%,20,,1,1,,,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.99%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0279,FALSE,FALSE,FALSE,68912,5/14/2024 20:00,"68,224",-1.00%,FALSE,FALSE,FALSE,FALSE,-1.00%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE
,,88.53,86.82,9.853610885,0.049892625,66384,66444,4,2.76%,26.78,2.55%,22.24074074,,1,1,,,,,,,55.56%,,,,,12,8,6,2,6,4,8,8,3.67%,1.32%,3.68%,1.55%,3.78%,1.53%,3.45%,0.19%,1.18%,4.50%,0.56%,4.29%,1.61%,4.14%,1.34%,6.28%,,,,,1.10%,-1.47%,2.23%,-3.16%,0.06%,-1.48%,-1.11%,3.02%,14,8,26,37,17,11,29,45,40,27,4,19,35,42,10,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22%,14.81%,11.11%,3.70%,11.11%,7.41%,14.81%,14.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Count Profit,41,32,,,,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Win rate,76%,59%,,,,27,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
