datetime,Buy=1/Sell=0,RSI of first peak,RSI of 2nd peak,Price angle,RSI angle,Price of first peak($),Price of 2nd peak($),Peak to peak duration(HOUR),SL(%) in 48 hours,SL Duration (Hour),TP(%),TP Duration(HOUR),Closing %,Profit time dependence (Short time and small profit is acceptable),Profit cout off 2%,Algo Signal few hours before entry (2--6 hours),Algo Signal at entry,RSI Direction Buy/Sell,Signal to RSI true or false,Signal Correct,Signal and RSI both correct,gain=1/ loss=0 order,gain first and Sell,loss first and Buy,loss first and Sell,gain first and Buy,gain first Buy and TP > SL,gain first Buy and TP < SL,loss first Buy and TP > SL,loss first Buy and TP < SL,gain first Sell and TP >SL,gain first Sell and TP<SL,loss first Sell and TP >SL,loss first Sell and TP<SL,avg gain  AB,avg gain  AC,avg gain  AD,avg gain  AE,avg gain  AF,avg gain  AG,avg gain  AH,avg gain  AI,loss AB,loss AC,loss AD,loss AE,loss AF,loss AG,loss AH,loss AI,close,next_24h_datetime,close_next_24h,closing%,Closing Ab,Closing AC,Closing AD,closing AE,closing AF,closing AG,closing AH,closing AI,gain Dur AB,gain Dur AC,gain Dur AD,gain Dur AE,gain Dur AF,gain Dur AG,gain Dur AH,gain Dur AI,loss Dur AB,loss Dur AC,loss Dur AD,loss Dur AE,loss Dur AF,loss Dur AG,loss Dur AH,loss Dur AI
6/7/2023 2:00,0,77.64,76.17,24.25,-0.3675,27251,27348,4,0.28%,10,2.79%,20,1.55%,1,1,strong sell,strong sell,sell,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.79%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0028,FALSE,26930.2,6/8/2023 2:00,26374.4,-2.06%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.06%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE
6/10/2023 5:00,1,13.74,37.33,-7.846153846,1.814615385,25463,25361,13,0.65%,31,1.60%,25,0.65%,1,0,medium buy,medium buy,buy,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.60%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25504.6,6/11/2023 5:00,25805.8,1.18%,0.011809634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6/15/2023 12:00,1,16.53,35.17,-2.266666667,1.242666667,24829,24795,15,0.50%,4,7.11%,41,6.13%,1,1,strong sell,strong sell,buy,0,0,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.005,FALSE,FALSE,FALSE,FALSE,FALSE,24944.5,6/16/2023 12:00,25555.3,2.45%,FALSE,FALSE,2.45%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE
6/17/2023 8:00,0,80,75.96,30.63636364,-0.367272727,26486,26823,11,0.52%,36,0.83%,7,0.36%,1,0,weak sell,weak buy,sell,0,0,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.83%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0052,FALSE,FALSE,FALSE,26590.6,6/18/2023 8:00,26488.7,-0.38%,FALSE,FALSE,FALSE,FALSE,-0.38%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,FALSE,FALSE
7/24/2023 17:00,1,24.13,28.53,-24.16666667,0.733333333,29000,28855,6,0.37%,2,0.88%,25,0.88%,0,0,medium buy,weak sell,buy,0,1,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0037,FALSE,FALSE,FALSE,FALSE,FALSE,29031.6,7/25/2023 17:00,29260.4,0.79%,FALSE,FALSE,0.79%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE
8/1/2023 16:00,1,25.18,31.77,-1.272727273,0.599090909,28805,28791,11,0.38%,24,3.51%,9,0.66%,1,1,weak buy ,medium sell,buy,0,0,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.51%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28922.1,8/2/2023 16:00,29014.2,0.32%,0.003184416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8/31/2023 22:00,1,18.55,19.17,-110.8,0.124,26216,25662,5,2.79%,19,0.20%,14,-0.84%,0,0,strong buy,strong buy,buy,1,0,,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26042.8,9/1/2023 22:00,25749.9,-1.12%,FALSE,-1.12%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/11/2023 21:00,1,22.68,30.16,-12.6,1.496,24962,24899,5,0.10%,48,5.55%,19,4.41%,1,1,weak buy ,Mediun buy,buy,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25137.7,9/12/2023 21:00,26090,3.79%,0.037883339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9/19/2023 10:00,0,85.55,68.29,2,-0.821904762,27415,27457,21,1.50%,5,1.57%,48,1.57%,0,0,medium buy,weak buy,sell,0,1,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.57%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.015,FALSE,27158.1,9/20/2023 10:00,27069.2,-0.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.33%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
10/2/2023 4:00,0,87.4,84.8,25,-0.52,28063,28188,5,2.10%,10,2.22%,17,2%,1,1,strong sell,weak sell,sell,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.22%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.021,FALSE,28054,10/3/2023 4:00,27620,-1.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.55%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE
10/9/2023 17:00,1,23.02,26.76,-36.5,0.935,27394,27248,4,3.75%,48,0.10%,15,3.75%,0,0,mix,medium buy,buy,1,0,,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27582.6,10/10/2023 17:00,27356.9,-0.82%,FALSE,-0.82%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10/16/2023 17:00,0,89.21,83.37,44.11111111,-0.648888889,27979,28376,9,3.25%,37,0.10%,48,-1.15%,0,0,miedium sell,strong sell,sell,1,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0325,28219,10/17/2023 17:00,28414.9,0.69%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.69%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37
10/23/2023 17:00,0,76.9,73.37,36.46153846,-0.271538462,30806,31280,13,14.55%,9,0.10%,48,-12.60%,0,0,medium buy,strong buy,sell,0,1,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1455,30964,10/24/2023 17:00,33785.9,9.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.11%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9
11/5/2023 4:00,0,71.24,69.28,25.4,-0.392,35188,35315,5,0.68%,18,1.74%,17,0.44%,1,0,weak sell,weak sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.74%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0068,FALSE,FALSE,FALSE,35159.1,11/6/2023 4:00,34890.4,-0.76%,FALSE,FALSE,FALSE,FALSE,-0.76%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE
11/20/2023 17:00,0,80,64.82,13.5,-0.843333333,37500,37743,18,0.84%,7,4.36%,30,-0.80%,1,1,medium sell,medium buy,sell,0,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.36%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0084,FALSE,37598.1,11/21/2023 17:00,36913.6,-1.82%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1.82%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE
11/29/2023 10:00,0,75.8,68.72,-11.6,-0.472,38246,38072,15,2.47%,46,0.87%,5,-0.23%,1,0,strong buy,medium sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0247,FALSE,FALSE,37965.1,11/30/2023 10:00,37661.7,-0.80%,FALSE,FALSE,FALSE,FALSE,FALSE,-0.80%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,FALSE,FALSE
12/1/2023 18:00,0,78.88,70.5,42.57142857,-1.197142857,38701,38999,7,3%,47,0.10%,48,-2.19%,0,0,strong sell,medium sell,sell,1,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.10%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,38691.7,12/2/2023 18:00,38856.2,0.43%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.43%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47
12/4/2023 10:00,0,86.21,82.53,116.8,-0.736,41500,42084,5,7.03%,36,0.92%,5,-6.03%,1,0,strong sell ,strong sell,sell,1,1,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0703,FALSE,FALSE,41991.3,12/5/2023 10:00,41618.1,-0.89%,FALSE,FALSE,FALSE,FALSE,FALSE,-0.89%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,FALSE
12/16/2023 1:00,1,29.54,36.73,-7.125,0.89875,41650,41593,8,2.67%,48,1.39%,15,-2.67%,1,0,weak buy ,strong buy,buy,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.39%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42094.9,12/17/2023 1:00,42029,-0.16%,FALSE,-0.16%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12/18/2023 11:00,1,23.24,31.94,-44,1.0875,40847,40495,8,0.72%,2,5.45%,15,4.14%,1,1,strong buy,strong buy,buy,1,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.45%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0072,FALSE,FALSE,FALSE,FALSE,FALSE,41137.3,12/19/2023 11:00,43003.9,4.54%,FALSE,FALSE,4.54%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE
1/2/2024 4:00,0,85.11,82.81,112,-0.766666667,45182,45518,3,1.61%,5,6.80%,34,4.46%,1,1,strong sell,medium sell,sell,1,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.80%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0161,FALSE,45211.7,1/3/2024 4:00,45218.8,0.02%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE
1/19/2024 17:00,1,20.12,26.27,-24.7,0.3075,40738,40244,20,0.01%,48,2.54%,3,1.36%,1,1,weak buy ,weak sell,buy,0,0,,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.54%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41239.1,1/20/2024 17:00,41586.6,0.84%,0.008426469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1/22/2024 11:00,1,23.33,30.44,-77.2,1.422,40768,40382,5,5.91%,27,0.60%,2,-2.52%,0,0,medium buy,medium buy,buy,1,0,,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.60%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.0591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40809.4,1/23/2024 11:00,38850.1,-4.80%,FALSE,-4.80%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1/23/2024 16:00,1,24.52,27.53,-36.66666667,1.003333333,38688,38578,3,1.10%,3,2.73%,18,0.90%,1,1,medium buy,strong sell,buy,0,0,,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.73%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.011,FALSE,FALSE,FALSE,FALSE,FALSE,39312.8,1/24/2024 16:00,40186,2.22%,FALSE,FALSE,2.22%,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE
